scene_context_id,scene_id,pov_character,location,present_characters,active_goals,active_threats,known_propositions,believed_propositions,false_beliefs,concealed_propositions,objects_present,relationship_states,open_promises,reader_advantage,reader_disadvantage,revision_context,source_document,review_status,notes
CTX-B03-C29-S01,B03-C29-S01,Margot Vance,Road into Snowfall Creek and Town Hall exterior,Margot Vance; Jonah Harrow; Jackson Harrow; Valerius helicopter,Return the survivors to town and stop Valerius's escape.,"Jackson's condition, Margot's exhaustion, helicopter departure.",Margot learns Valerius is escaping from Town Hall roof.,She accepts final responsibility for enforcing the Charter.,,,Founding Scroll remains strapped to Margot's back.,Jonah trusts Margot to complete the final confrontation while protecting his father.,Use Keeper authority to stop Valerius.; Final-antagonist and Charter threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C29-S02,B03-C29-S02,Margot Vance,Town Hall mayor's office,Margot Vance; Arthur Sterling,Locate Valerius and confront Sterling's betrayal.,"Sterling's cowardice, destroyed records, time pressure.",Margot learns Sterling expected a Senate seat in exchange for collaboration.,She distinguishes Sterling's petty ambition from Valerius's ideological violence.,,,Sterling's cash remains in briefcase.,None.,Sterling must face arrest or community judgment.; Political-accountability thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C29-S03,B03-C29-S03,Margot Vance,Town Hall roof and helipad,Margot Vance; Valerius; helicopter pilot,Prevent Valerius from escaping with the Emitter Core and controlling the narrative.,"Helicopter, Emitter evidence case, Valerius's federal authority and magic.",Valerius learns the Charter can supersede his federal authority within Sanctuary.,Margot fully claims the legal and magical authority of Keeper and Administrator.,,,Emitter Core remains in Valerius's metal case.,None directly.,Use House Rules to neutralize Valerius completely.; Charter-authority and final-antagonist threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C29-S04,B03-C29-S04,Margot Vance,Town Hall helipad,Margot Vance; Valerius; helicopter pilot,Defeat Valerius's magic and revoke his access to the Sanctuary.,"Holy fire, gravity magic, helicopter escape, federal claims.",Margot confirms the Charter's House Rules can directly rewrite hostile actions inside Sanctuary.,She acts with full confidence in inherited authority.,,,Valerius drops the Emitter Core case.,None.,The revocation must produce final removal or confinement.; Valerius defeat.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C29-S05,B03-C29-S05,Margot Vance,Town Hall helipad,Margot Vance; Valerius; helicopter pilot,Complete Valerius's defeat.,Valerius's final pistol shot and refusal to yield.,Margot learns revocation plus archival authority can transform a hostile person into a contained text.,She defines justice as containment and memory rather than execution.,,,Valerius becomes a grey leather book in Margot's custody.,None.,The Valerius book must be securely archived.; Postwar custody and memory threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C29-S06,B03-C29-S06,Shared POV,"Town Hall lobby, triage area, and library square",Margot Vance; Jonah Harrow; Jackson Harrow; Valerius book; survivors,"Reunite, confirm survival, and return home.","Exhaustion, wounds, grief, reconstruction burden.",Margot learns Jackson is stable enough to begin recovery.,The protagonists accept survival rather than remaining trapped in emergency mode.,,,Valerius book carried by Margot.,Jonah and Margot publicly and privately choose home together.,"Rebuild the library, town, and shared life.; HEA and reconstruction threads.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C30-S01,B03-C30-S01,Shared POV,Snowfall Creek Main Street and rebuilt library exterior,Jonah Harrow; townspeople; Grishka; Aleksei; Sarah; Silas; journalists,Show the town's first week of reconstruction and transformed public life.,"Damage, trauma, political scrutiny, unfinished repairs.",The reader learns the convoy's witnesses changed the public narrative and prevented erasure.,Jonah embraces transparency as the new civic model.,,,No major transfer.,Secondary romance tension between Aleksei and Sarah is seeded.,The town must sustain openness beyond the crisis.; Reconstruction and series-continuity threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C30-S02,B03-C30-S02,Margot Vance,B4 Restricted Section and Administrator's office,Margot Vance; Jonah Harrow; Valerius book,Secure Valerius and manage the new administrative order.,"Treaty paperwork, federal compromise, reconstruction workload.",The reader learns federal authorities pass an Integration Act and formalize Snowfall Creek's protected status.,Margot accepts public administration rather than secret custodianship.,,,Valerius book shelved in B4; bear claw delivered.,Jonah invites her to prioritize shared life after duty.,Margot must balance governance and private life.; HEA and civic-reconstruction threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C30-S03,B03-C30-S03,Shared POV,Jonah's ridge cabin,Jonah Harrow; Margot Vance,"Experience peace, intimacy, and chosen domestic life after the war.",Residual trauma and the difficulty of trusting quiet.,Both experience the bond as mutual emotional connection rather than only instinct.,Silence becomes safety rather than impending threat.,,,None.,The relationship resolves into durable domestic and metaphysical commitment.,Live the shared life they chose.; HEA thread.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C30-S04,B03-C30-S04,Jonah Harrow,Jackson Harrow's porch,Jonah Harrow; Jackson Harrow,Reconnect with Jackson and discuss the future.,"Ten lost years, trauma, physical recovery.",Jonah learns Jackson preserved his badge and intends to retire into living-history work.,Jonah accepts inheritance without surrendering his own modern identity.,,,Jackson's old sheriff badge transferred to Jonah.,Father-son bond begins healing through humor and respect.,Jackson and Silas will preserve living history.; Father recovery and civic-memory threads.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C30-S05,B03-C30-S05,Shared POV,Town Hall,Margot Vance; Jonah Harrow; Silas; townspeople,Establish the new civic order and celebrate reconstruction.,"Ordinary disagreements, repairs, and governance complexity.",The reader learns Silas replaced Sterling as Speaker and the town is governing through inclusive public process.,Margot accepts imperfect conversation as better than controlled order.,,,Statue model unveiled.,Jonah and Margot become public symbols of the new town.,Future civic conflicts will be handled openly.; Series-world continuation.,,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
CTX-B03-C30-S06,B03-C30-S06,Shared POV,Town Hall curb and library approach,Margot Vance; Jonah Harrow; Aleksei; Sarah; Cian,Introduce the next series-level threat while preserving the Book 3 HEA.,"Cian's arrival, vampire family mystery, possible survival of Aleksei's father, Necronomicon request.",The reader learns Aleksei's brother Cian believes their father may survive and seeks a dangerous archive volume.,Jonah and Margot view future danger as a shared challenge rather than threat to their bond.,,,No transfer; Necronomicon remains only requested.,Their HEA remains intact while the series hook opens.,"Aleksei's family, Cian, the surviving father, and the Necronomicon become series-level promises.; Next-book series hook.",,,REV-B03-PHASE8,series/books/book-3/phase-8-editing/MANUSCRIPT.md,human-validated-v0.1,
