normalized_event_id,book_id,start_scene_id,end_scene_id,event_label,event_type,participant_entity_ids,participant_roles,continuity_group_id,source_span,source_quote,evidence_status,canonical_status,review_status,review_rationale
N-EVT-B03-C24-S05-005,B03,B03-C24-S05,B03-C24-S05,cliff jump,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH24-LOCAL-SEQUENCE,B03-C24-S05,cliff jump,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C24-S06-001,B03,B03-C24-S06,B03-C24-S06,Jonah falls into icy river,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C24-S06,Jonah falls into icy river,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C24-S06-002,B03,B03-C24-S06,B03-C24-S06,reaches bank naked and exhausted,movement,ENT-CHAR-0001,Jonah Harrow:participant,CH24-LOCAL-SEQUENCE,B03-C24-S06,reaches bank naked and exhausted,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C24-S06-003,B03,B03-C24-S06,B03-C24-S06,civilian convoy approaches town,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH24-LOCAL-SEQUENCE,B03-C24-S06,civilian convoy approaches town,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C25-S01-001,B03,B03-C25-S01,B03-C25-S01,Jonah returns through coal chute,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C25-S01,Jonah returns through coal chute,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C25-S01-002,B03,B03-C25-S01,B03-C25-S01,reunion,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH25-LOCAL-SEQUENCE,B03-C25-S01,reunion,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C25-S01-003,B03,B03-C25-S01,B03-C25-S01,broadcast success confirmed,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,TOWN-HALL-UPRISING,B03-C25-S01,broadcast success confirmed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C25-S01-004,B03,B03-C25-S01,B03-C25-S01,Jonah treated for cold exposure,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C25-S01,Jonah treated for cold exposure,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C25-S02-001,B03,B03-C25-S02,B03-C25-S02,Convoy arrives,arrival,ENT-CHAR-0001,Jonah Harrow:participant,CH25-LOCAL-SEQUENCE,B03-C25-S02,Convoy arrives,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C25-S02-002,B03,B03-C25-S02,B03-C25-S02,cameras record,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH25-LOCAL-SEQUENCE,B03-C25-S02,cameras record,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C25-S02-003,B03,B03-C25-S02,B03-C25-S02,Jonah confronts Valerius,narrative_action,ENT-CHAR-0001;ENT-CHAR-0014,Jonah Harrow:participant;Inquisitor Valerius:participant,JONAH-INJURY,B03-C25-S02,Jonah confronts Valerius,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C25-S02-004,B03,B03-C25-S02,B03-C25-S02,Valerius triggers backup system,narrative_action,ENT-CHAR-0001;ENT-CHAR-0014,Jonah Harrow:participant;Inquisitor Valerius:participant,FINAL-CONFRONTATION,B03-C25-S02,Valerius triggers backup system,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C25-S03-001,B03,B03-C25-S03,B03-C25-S03,Backup signal disperses,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH25-LOCAL-SEQUENCE,B03-C25-S03,Backup signal disperses,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C25-S03-002,B03,B03-C25-S03,B03-C25-S03,"Trolls, Vampires, and Wolves go feral",narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH25-LOCAL-SEQUENCE,B03-C25-S03,"Trolls, Vampires, and Wolves go feral",scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C25-S03-003,B03,B03-C25-S03,B03-C25-S03,civilians and cameramen are attacked,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH25-LOCAL-SEQUENCE,B03-C25-S03,civilians and cameramen are attacked,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C25-S04-001,B03,B03-C25-S04,B03-C25-S04,Grey Guard uses tranquilizer fire to shape violence toward cameras,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-GROUP-0004,Margot Vance:participant;Jonah Harrow:participant;Grey Guard:participant,WILD-HUNT,B03-C25-S04,Grey Guard uses tranquilizer fire to shape violence toward cameras,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C25-S04-002,B03,B03-C25-S04,B03-C25-S04,defenders lose control,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH25-LOCAL-SEQUENCE,B03-C25-S04,defenders lose control,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C25-S04-003,B03,B03-C25-S04,B03-C25-S04,Margot dragged inside,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH25-LOCAL-SEQUENCE,B03-C25-S04,Margot dragged inside,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C25-S04-004,B03,B03-C25-S04,B03-C25-S04,Jonah left outside,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C25-S04,Jonah left outside,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C25-S05-001,B03,B03-C25-S05,B03-C25-S05,Margot commits to catching Jonah,decision,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,JONAH-INJURY,B03-C25-S05,Margot commits to catching Jonah,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C25-S05-002,B03,B03-C25-S05,B03-C25-S05,alchemy station assembled,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH25-LOCAL-SEQUENCE,B03-C25-S05,alchemy station assembled,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C25-S05-003,B03,B03-C25-S05,B03-C25-S05,cure plan formed,narrative_action,ENT-CHAR-0002;ENT-OBJ-0024,Margot Vance:participant;Dragon's-Blood Antiviral Cure:participant,RESISTANCE-MISSION,B03-C25-S05,cure plan formed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C25-S06-001,B03,B03-C25-S06,B03-C25-S06,Alchemy workspace prepared,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH25-LOCAL-SEQUENCE,B03-C25-S06,Alchemy workspace prepared,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C25-S06-002,B03,B03-C25-S06,B03-C25-S06,dragon's blood antiviral process initiated,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CURE-DELIVERY,B03-C25-S06,dragon's blood antiviral process initiated,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C26-S01-001,B03,B03-C26-S01,B03-C26-S01,Virus intensifies,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S01,Virus intensifies,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S01-002,B03,B03-C26-S01,B03-C26-S01,hallucinations begin,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S01,hallucinations begin,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S01-003,B03,B03-C26-S01,B03-C26-S01,rat killed,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S01,rat killed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S01-004,B03,B03-C26-S01,B03-C26-S01,Jonah uses scent to navigate,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C26-S01,Jonah uses scent to navigate,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C26-S02-001,B03,B03-C26-S02,B03-C26-S02,Ruined bar explored,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S02,Ruined bar explored,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S02-002,B03,B03-C26-S02,B03-C26-S02,whiskey used to blunt rage,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S02,whiskey used to blunt rage,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C26-S02-003,B03,B03-C26-S02,B03-C26-S02,civilian enters,movement,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S02,civilian enters,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C26-S02-004,B03,B03-C26-S02,B03-C26-S02,Jonah resists attack,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C26-S02,Jonah resists attack,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C26-S03-001,B03,B03-C26-S03,B03-C26-S03,Jonah locks himself in drunk tank,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C26-S03,Jonah locks himself in drunk tank,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C26-S03-002,B03,B03-C26-S03,B03-C26-S03,hallucinations worsen,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S03,hallucinations worsen,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S03-003,B03,B03-C26-S03,B03-C26-S03,CCTV contact with Margot established,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH26-LOCAL-SEQUENCE,B03-C26-S03,CCTV contact with Margot established,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C26-S04-001,B03,B03-C26-S04,B03-C26-S04,Kill squad arrives,arrival,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S04,Kill squad arrives,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C26-S04-002,B03,B03-C26-S04,B03-C26-S04,Margot activates PA counter-signal,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH26-LOCAL-SEQUENCE,B03-C26-S04,Margot activates PA counter-signal,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C26-S04-003,B03,B03-C26-S04,B03-C26-S04,Jonah vomits black ichor,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C26-S04,Jonah vomits black ichor,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C26-S04-004,B03,B03-C26-S04,B03-C26-S04,rifles aimed,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S04,rifles aimed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S05-001,B03,B03-C26-S05,B03-C26-S05,Lights fail,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S05,Lights fail,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S05-002,B03,B03-C26-S05,B03-C26-S05,Silas attacks soldiers,physical_conflict,ENT-CHAR-0001;ENT-CHAR-0017,Jonah Harrow:participant;Silas Blackwood:participant,CH26-LOCAL-SEQUENCE,B03-C26-S05,Silas attacks soldiers,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C26-S05-003,B03,B03-C26-S05,B03-C26-S05,lock rusts away,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S05,lock rusts away,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S05-004,B03,B03-C26-S05,B03-C26-S05,Jonah freed,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C26-S05,Jonah freed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C26-S06-001,B03,B03-C26-S06,B03-C26-S06,Silas uses Notice-Me-Not and blind door,narrative_action,ENT-CHAR-0001;ENT-CHAR-0017,Jonah Harrow:participant;Silas Blackwood:participant,CH26-LOCAL-SEQUENCE,B03-C26-S06,Silas uses Notice-Me-Not and blind door,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C26-S06-002,B03,B03-C26-S06,B03-C26-S06,reunion in B4,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S06,reunion in B4,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S06-003,B03,B03-C26-S06,B03-C26-S06,virus mechanism explained,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S06,virus mechanism explained,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C26-S06-004,B03,B03-C26-S06,B03-C26-S06,train robbery proposed,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH26-LOCAL-SEQUENCE,B03-C26-S06,train robbery proposed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S01-001,B03,B03-C27-S01,B03-C27-S01,Train layout reviewed,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S01,Train layout reviewed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S01-002,B03,B03-C27-S01,B03-C27-S01,derailment rejected,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S01,derailment rejected,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S01-003,B03,B03-C27-S01,B03-C27-S01,boarding strategy formed,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S01,boarding strategy formed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S01-004,B03,B03-C27-S01,B03-C27-S01,zip-line tower selected,narrative_action,ENT-CHAR-0002,Margot Vance:participant,EMITTER-SABOTAGE,B03-C27-S01,zip-line tower selected,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C27-S02-001,B03,B03-C27-S02,B03-C27-S02,Tower climbed,narrative_action,ENT-CHAR-0002,Margot Vance:participant,EMITTER-SABOTAGE,B03-C27-S02,Tower climbed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C27-S02-002,B03,B03-C27-S02,B03-C27-S02,Iron Horse approaches,narrative_action,ENT-CHAR-0002;ENT-OBJ-0034,Margot Vance:participant;Iron Horse:participant,IRON-HORSE,B03-C27-S02,Iron Horse approaches,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C27-S02-003,B03,B03-C27-S02,B03-C27-S02,zip-line route assessed,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S02,zip-line route assessed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S02-004,B03,B03-C27-S02,B03-C27-S02,Aleksei jumps,narrative_action,ENT-CHAR-0002;ENT-CHAR-0004,Margot Vance:participant;Aleksei Petrov:participant,CH27-LOCAL-SEQUENCE,B03-C27-S02,Aleksei jumps,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S03-001,B03,B03-C27-S03,B03-C27-S03,Aleksei disables turret,physical_conflict,ENT-CHAR-0002;ENT-CHAR-0004,Margot Vance:participant;Aleksei Petrov:participant,CH27-LOCAL-SEQUENCE,B03-C27-S03,Aleksei disables turret,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C27-S03-002,B03,B03-C27-S03,B03-C27-S03,Margot and others zip-line aboard,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S03,Margot and others zip-line aboard,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C27-S03-003,B03,B03-C27-S03,B03-C27-S03,Jonah destroys mounted gun,destruction,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C27-S03,Jonah destroys mounted gun,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C27-S03-004,B03,B03-C27-S03,B03-C27-S03,hatch decoded,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S03,hatch decoded,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S04-001,B03,B03-C27-S04,B03-C27-S04,Server-car firefight,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S04,Server-car firefight,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S04-002,B03,B03-C27-S04,B03-C27-S04,Shock Troopers defeated,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S04,Shock Troopers defeated,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S04-003,B03,B03-C27-S04,B03-C27-S04,telemetry examined,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S04,telemetry examined,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S04-004,B03,B03-C27-S04,B03-C27-S04,Jackson Harrow identified as fuel,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH27-LOCAL-SEQUENCE,B03-C27-S04,Jackson Harrow identified as fuel,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C27-S05-001,B03,B03-C27-S05,B03-C27-S05,Jonah charges through sleeper car,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C27-S05,Jonah charges through sleeper car,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C27-S05-002,B03,B03-C27-S05,B03-C27-S05,guards defeated,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH27-LOCAL-SEQUENCE,B03-C27-S05,guards defeated,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C27-S05-003,B03,B03-C27-S05,B03-C27-S05,Valerius confronted,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0014,Margot Vance:participant;Jonah Harrow:participant;Inquisitor Valerius:participant,FINAL-CONFRONTATION,B03-C27-S05,Valerius confronted,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C27-S05-004,B03,B03-C27-S05,B03-C27-S05,dam collision announced,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH27-LOCAL-SEQUENCE,B03-C27-S05,dam collision announced,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C28-S01-001,B03,B03-C28-S01,B03-C28-S01,Jonah fights Valerius,physical_conflict,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0014,Margot Vance:participant;Jonah Harrow:participant;Inquisitor Valerius:participant,JONAH-INJURY,B03-C28-S01,Jonah fights Valerius,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C28-S01-002,B03,B03-C28-S01,B03-C28-S01,Margot attacks Jackson's tank,physical_conflict,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH28-LOCAL-SEQUENCE,B03-C28-S01,Margot attacks Jackson's tank,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C28-S01-003,B03,B03-C28-S01,B03-C28-S01,throttle control is destroyed,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH28-LOCAL-SEQUENCE,B03-C28-S01,throttle control is destroyed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C28-S02-001,B03,B03-C28-S02,B03-C28-S02,Roof combat,narrative_action,UNRESOLVED,,CH28-LOCAL-SEQUENCE,B03-C28-S02,Roof combat,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; participant-unresolved, granularity-review, type-review, continuity-group-local"
N-EVT-B03-C28-S02-002,B03,B03-C28-S02,B03-C28-S02,coupling pin removed,narrative_action,UNRESOLVED,,CH28-LOCAL-SEQUENCE,B03-C28-S02,coupling pin removed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; participant-unresolved, granularity-review, type-review, continuity-group-local"
N-EVT-B03-C28-S02-003,B03,B03-C28-S02,B03-C28-S02,safety-chain problem revealed,narrative_action,UNRESOLVED,,CH28-LOCAL-SEQUENCE,B03-C28-S02,safety-chain problem revealed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; participant-unresolved, granularity-review, type-review, continuity-group-local"
N-EVT-B03-C28-S03-001,B03,B03-C28-S03,B03-C28-S03,Margot breaks tank,destruction,ENT-CHAR-0002,Margot Vance:participant,CH28-LOCAL-SEQUENCE,B03-C28-S03,Margot breaks tank,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C28-S03-002,B03,B03-C28-S03,B03-C28-S03,Jackson freed,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH28-LOCAL-SEQUENCE,B03-C28-S03,Jackson freed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C28-S03-003,B03,B03-C28-S03,B03-C28-S03,Emitter destroyed,narrative_action,ENT-CHAR-0002;ENT-OBJ-0029,Margot Vance:participant;Magisterium Emitter Tower:participant,EMITTER-SABOTAGE,B03-C28-S03,Emitter destroyed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C28-S03-004,B03,B03-C28-S03,B03-C28-S03,Jonah tackles Valerius,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0014,Margot Vance:participant;Jonah Harrow:participant;Inquisitor Valerius:participant,JONAH-INJURY,B03-C28-S03,Jonah tackles Valerius,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
